taxon	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	lfc_SampleSiteTANK WATER_SampleSiteORAL	se_SampleSiteORAL	se_SampleSiteTANK WATER	se_SampleSiteTANK WATER_SampleSiteORAL	W_SampleSiteORAL	W_SampleSiteTANK WATER	W_SampleSiteTANK WATER_SampleSiteORAL	p_SampleSiteORAL	p_SampleSiteTANK WATER	p_SampleSiteTANK WATER_SampleSiteORAL	q_SampleSiteORAL	q_SampleSiteTANK WATER	q_SampleSiteTANK WATER_SampleSiteORAL	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	diff_SampleSiteTANK WATER_SampleSiteORAL	(Intercept)	SampleSiteORAL	SampleSiteTANK WATER	global	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER
d__Bacteria;p__Planctomycetota;c__BD7-11;o__BD7-11;f__BD7-11;g__BD7-11;s__uncultured_bacterium	0.5847280543097001	0.6841697064314393	0.09944165212173917	0.5350577460294146	0.6708414071324105	0.7385758107840387	1.0928316777934375	1.019868033125746	0.1346397359211865	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.17694814940475068	0.11146160921426068	0.012135174672877877	0.06657473128623495	0.1114616092142607	0.012135174672877879	0.04200874039033322
d__Bacteria;p__Firmicutes;c__Clostridia;o__Christensenellales;f__Christensenellaceae;g__Christensenellaceae_R-7_group;s__uncultured_bacterium	-0.9031526667219951	-0.37700697279451095	0.5261456939274842	0.4115956506453786	0.5177192650922159	0.5907596713556809	-2.1942716481718385	-0.7282073475232927	0.8906256121378091	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.2771348237353479	0	0.025054169734988776	0.22365720222241467	0	0.025054169734988793	0.1489829051602644
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Colwellia;__	0.9091460431685308	4.701815727467842	3.7926696842993115	0.9441145524226713	1.1783760476308074	1.2447247962312868	0.9629615821889318	3.9900808718245013	3.046994561193414	0.33556680318234194	6.605077043281949e-5	0.0023114189199771548	1	0.002013227482792338	0.06814062976092652	FALSE	TRUE	FALSE	0.03433152903550491	0.007838482951754796	0	0	0.00783848295175482	0	0
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__OM27_clade;__	0.6206310249790974	1.5634516371664693	0.9428206121873719	0.6734045716802357	0.8424474502695924	0.9078494722207998	0.9216317368183866	1.8558447018459698	1.0385208572969977	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.07427158901652671	0.015643173744629292	0	0.03875426102741983	0.01564317374462926	0	0.04175932576699956
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Halarcobacter;s__uncultured_bacterium	0.6027353506628276	0.048400124949109745	-0.5543352257137178	0.853767650115491	1.0662460720011473	1.131740165107537	0.7059711744539562	0.04539301594637684	-0.4898078576729186	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.0061909146894191525	0.060713778902967516	0.0018355981852423973	0.03848317410261437	0.06071377890296753	0.0018355981852423962	0.03964532322862421
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;g__Luteibaculum;s__uncultured_bacterium	0.34669529539608546	-0.012825834454847754	-0.3595211298509332	0.4099488231822828	0.5156763550812448	0.5888176567650788	0.8457038434817709	-0.024871868427682797	-0.6105814350509053	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.17555920354157256	0.31198073855963127	0.011956987547376001	0.24846972965094627	0.31198073855963127	0.011956987547376001	0.1934690271025917
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;__	0.16304312750515226	0.10427818960189036	-0.0587649379032619	0.32055399394223966	0.40466011386885936	0.4849039204116873	0.5086292187472506	0.25769327400447584	-0.12118882819790362	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.2268982859810721	0.42839282677361296	0.09479593334325273	0.28290889341030745	0.42839282677361296	0.09479593334325272	0.14378347849638537
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;__;__;__	-0.8931615521770506	-0.7010559481384577	0.1921056040385929	0.8099720715353912	1.0118966748822897	1.0771410965961037	-1.1027066038017392	-0.6928137679867453	0.1783476692567667	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.2358302445665085	0.25379554017686434	0.14626508110513065	0.15908243502241914	0.25379554017686434	0.14626508110513065	0.01913377290049267
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;__;__	1.3602878126237552	-1.6845744079543623	-3.0448622205781177	0.7756097473426137	0.9692566036312579	1.0343951461679644	1.7538302184627768	-1.7380066348201415	-2.943616114072228	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.011817164904286966	0.07489931967284197	0.07073248802442954	0	0.07489931967284194	0.07073248802442951	0
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190;s__marine_metagenome	0.4482479630401171	0.6657134052987845	0.21746544225866743	0.6508461139281069	0.8144621992234147	0.8800638842314915	0.6887157400921826	0.8173656259720079	0.24710188221002538	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.0750585508413495	0.04632053452283995	0.03454583843621353	0.004199265607751354	0.04632053452283995	0.034545838436213526	0.04577372578043622
d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__Microtrichaceae;g__Sva0996_marine_group;__	-0.14253607408705476	0.13202513916948352	0.27456121325653826	0.37385181702731296	0.4708861391017317	0.5464925249885005	-0.3812635584345477	0.2803759299888001	0.5024061642239583	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.1870993932028188	0.1186582122647068	0.019245901916755973	0.039098236465100134	0.1186582122647068	0.019245901916755973	0.15707114690748142
d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Fusibacteraceae;g__Fusibacter;s__Acidaminobacter_sp.	-0.11430103904515376	-0.5257978202369542	-0.41149678119180044	0.5267789628531444	0.6605739120325465	0.7285480195352391	-0.2169810245004386	-0.7959712163308201	-0.564817651215778	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.17492096971051196	0.07057608776735363	0.01437608243824657	0.0674473579519506	0.07057608776735363	0.014376082438246588	0.17582590297799122
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Litoreibacter;s__Litoreibacter_arenae	-0.5197095316610271	0.557288372405311	1.0769979040663382	0.4720643341743073	0.592717878697949	0.6626555676015407	-1.100929458206277	0.9402253457066833	1.6252755680669757	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.16626989644637075	0.1451001323569369	0.06297816145524332	0.08808875510019026	0.14510013235693683	0.06297816145524333	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Aureispira;s__uncultured_bacterium	-0.07605331224311779	0.7057793756637	0.7818326879068178	0.5493770825217069	0.6886008383344793	0.7559522560899876	-0.13843553847208903	1.0249470177392908	1.0342355375069472	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.029712820052384424	0.04877722260075278	0.1814429270419187	0.17239665970199317	0.04877722260075278	0.1814429270419187	0.2614695935319844
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Maritalea;__	1.130668189096529	-0.693205645600248	-1.823873834696777	0.6847954337297354	0.8565791001370171	0.9219019998021367	1.651103575469757	-0.8092721915458407	-1.9783814712282066	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.07199958601461154	0.0862218158398854	0.0037855933077617634	0	0.08622181583988543	0.0037855933077617504	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;__	0.6687134610849126	-2.8377552770108565	-3.5064687380957693	0.9394007375374949	1.1725253668922888	1.238819648233322	0.7118511135491011	-2.420208003287949	-2.8304917048226805	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.005046381518227267	0.004387620117929398	0	0	0.0043876201179293825	0	0
d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophaceae;g__Candidatus_Omnitrophus;s__uncultured_bacterium	-0.10759138467159692	1.9176458590382388	2.0252372437098356	0.4149306906931753	0.5218563279270806	0.594695312772949	-0.25929965433951585	3.674662462474141	3.4055039617960783	0.7954040460877655	2.3816406071367215e-4	6.604205528232393e-4	1	0.007259240570552727	0.019469197897229097	FALSE	TRUE	TRUE	0.3758533785167185	0.1019957582896303	0	0	0.10199575828963028	0	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;s__uncultured_bacterium	1.1063291975258105	-1.0620926129139117	-2.168421810439722	1.0314970372467276	1.2868391764093312	1.3543629443644853	1.0725471402989435	-0.8253499212523743	-1.6010640422957094	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.08090324781009528	0.0812682147446903	0.13716252012411687	0.057029979869336486	0.0812682147446903	0.13716252012411687	0.12994815963311615
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Bradymonadales;f__Bradymonadales;g__Bradymonadales;s__uncultured_marine	0.026901771757772558	0.8321490670148698	0.8052472952570973	0.5472708333664261	0.6859885528593801	0.7533938670914148	0.049156231462750784	1.2130655293681714	1.0688264537722747	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.13471250561573328	0.08147514880276506	0.11878467432659642	0.06731413417476528	0.08147514880276506	0.11878467432659646	0.01794415052760278
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__uncultured;s__metagenome	-0.5335498220414129	1.3982821059028419	1.9318319279442546	0.3049540958868534	0.38522594660093995	0.46706686691053545	-1.7496070039320768	3.629771354293896	4.136092848380719	0.0801861503443972	2.836723828717243e-4	3.532692990256621e-5	1	0.008362661847058432	0.0010767648234302181	FALSE	TRUE	TRUE	0.1137089352009652	0.3619621470668567	0	0	0.36196214706685664	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Campbellbacteria;f__Candidatus_Campbellbacteria;g__Candidatus_Campbellbacteria;s__metagenome	1.2036544846717505	1.5384433743990242	0.3347888897272737	0.6634909384669879	0.8301487608847811	0.8956312985234087	1.8141234716073495	1.853214082689632	0.3738021329527303	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.24218915911912148	0	0	0	0	0	0.09326114941799367
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__NS9_marine_group;g__NS9_marine_group;__	0.13658962762405683	1.8688917275666588	1.732302099942602	0.5457289526468436	0.6840762344308724	0.7515215281628482	0.2502884022582686	2.7319933561520546	2.3050598486211658	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.1147397789854238	0.03667541795190705	0	0	0.03667541795190705	0	0
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae;g__Rubritalea;s__uncultured_bacterium	2.7738378687485796	0.9347688170333173	-1.8390690517152624	0.9503178513636589	1.1860754956740638	1.2524974236165713	2.91885274465618	0.7881191546766377	-1.4683216244908293	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.03752335067018043	0	0.0821901115895316	0	0	0.0821901115895316	0.16687814123362285
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Halioglobus;__	2.795257139118261	0.8650121320884415	-1.9302450070298192	0.9178859319371461	1.1458221305246719	1.2118807303526766	3.0453208202233033	0.754927059832884	-1.5927681319498224	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.18341952668811634	0	0.11985407031805984	0	0	0.11985407031805982	0.07051168670227441
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;__	0.7099120109721724	1.1611345257935166	0.45122251482134423	0.6286312273884721	0.7869045734845153	0.8527629670632476	1.129298036817811	1.4755722166562875	0.5291300540116888	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.1923729276429821	0.15188571168950074	0.14793687928428392	0.16986345634513206	0.15188571168950077	0.14793687928428398	0.004917250729020068
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Gammaproteobacteria_Incertae_Sedis;f__Unknown_Family;g__Marinicella;s__uncultured_gamma	0.18647623958134238	1.1495079903018885	0.9630317507205461	0.5176399117736579	0.6492396394439489	0.7174946695759028	0.3602431639059559	1.770544989037333	1.342214502150623	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.15751637428053059	0.12073631153915858	0	0.11438564654027264	0.12073631153915856	0	0.23955372929051888
d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales;__	-0.6899742444741851	0.6606401159624612	1.3506143604366463	0.3459289861803747	0.4362121751332106	0.5140898931340714	-1.9945545821199786	1.514492610759236	2.6271949292813943	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.23446791881961437	0.31795967081416054	0.02675789999446338	0	0.3179596708141606	0.026757899994463437	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__uncultured_bacterium	-0.7266593515826236	-0.22506085706095327	0.5015984945216704	0.43510798153960417	0.546883726131771	0.6185838888531804	-1.670066701629747	-0.41153328634014813	0.8108819249263114	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.28242899120727877	0.27144935198065123	0.02841031672317178	0.22571852671861908	0.2714493519806513	0.02841031672317178	0.11778159239598368
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__uncultured;s__uncultured_bacterium	-0.12428170979117478	1.5500151466515857	1.6742968564427605	0.4794670590480885	0.6018985490078523	0.6715285976504366	-0.2592080257565929	2.5752099738511984	2.493262181686436	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.18952713934981827	0.09371766837793222	0	0	0.09371766837793222	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;__;__	0.39849379244489	1.798083111070308	1.3995893186254178	0.5940643213393263	0.7440270243080955	0.8104168435415436	0.6707923336423911	2.4166905936547494	1.7269992964474608	1	1	1	1	1	1	FALSE	FALSE	FALSE	0.13397544267113803	0.06316043424970942	0	0	0.06316043424970945	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pseudofulvibacter;s__uncultured_Bacteroidetes	-0.6107254572410662	3.20016658074624	3.810892037987306	0.43501019149796066	0.5467624371535821	0.6184678008308585	-1.4039336759859091	5.852937881772104	6.161827718221869	0.1603386004702166	4.829645492834744e-9	7.191006401443818e-10	1	1.4237794912876826e-7	2.1918187511600758e-8	FALSE	TRUE	TRUE	0.22599952714459037	0.09700295861626737	0	0	0.0970029586162674	0	0
