taxon	W	p_val	q_val	diff_abn	(Intercept)	SampleSiteORAL	SampleSiteTANK WATER	global	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Shewanellaceae;g__Shewanella;__	12.332946020696484	0.00419724958136408	1	FALSE	0	0.17317765024793869	0	0	0.1731776502479388	0	0.14634325368037357
d__Bacteria;p__Bdellovibrionota;c__Bdellovibrionia;o__Bdellovibrionales;f__Bdellovibrionaceae;g__Bdellovibrio;s__uncultured_bacterium	6.987404808607154	0.06077630880592478	1	FALSE	0.17136191446816604	0	0	0	0	0	0.13801670550798703
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Marinifilum;s__uncultured_bacterium	17.209906929255325	3.6639217418136323e-4	0.2663671106298511	FALSE	0.16226031568572513	0.05336520903308842	0	0	0.05336520903308841	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;__;__	3.454478281123934	0.3555490871800885	1	FALSE	0.26782067640416046	0.31371520143984294	0.08542654219648654	0.17188288670803933	0.31371520143984294	0.08542654219648657	0.1462315799684257
d__Bacteria;p__Planctomycetota;c__OM190;o__OM190;f__OM190;g__OM190;__	4.970938630932388	0.16657291543140895	1	FALSE	0.049023908905537976	0	0.04048983616961989	0.07397164965218378	0	0.04048983616961991	0.005031131350109756
d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Oligoflexales;f__uncultured;g__uncultured;s__uncultured_bacterium	1.2177452188980653	0.9120724337159997	1	FALSE	0.06637573832285647	0.04979128685932679	0.06828074806266887	0.043723593176312074	0.04979128685932679	0.06828074806266894	0.0039885382268610246
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;f__uncultured;g__uncultured;s__uncultured_bacterium	15.813454712668133	7.365155744053901e-4	0.5295546979974755	FALSE	0	0	0	0	0	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella;s__uncultured_bacterium	3.0747814752078515	0.42988241677719546	1	FALSE	0.00833867430674664	0.09140341977577594	0.017250855708544104	0.0755496041370198	0.09140341977577596	0.017250855708544115	0.0536303608841214
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;__;__	11.463121680398508	0.0064840260363558545	1	FALSE	0.1019203197817132	0.032706699675783976	0	0	0.032706699675783935	0	0
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Kaiserbacteria;f__Candidatus_Kaiserbacteria;g__Candidatus_Kaiserbacteria;__	44.59831483328285	4.1364614240531687e-10	3.135437759432302e-7	TRUE	0	0.2629656269587565	0	0	0.26296562695875647	0	0
d__Bacteria;p__Planctomycetota;c__028H05-P-BN-P5;o__028H05-P-BN-P5;f__028H05-P-BN-P5;g__028H05-P-BN-P5;s__uncultured_bacterium	2.131210177452724	0.6890386538478471	1	FALSE	0.1071263619683507	0.08718427149350937	0.004006848587509035	0.07977727103986534	0.08718427149350928	0.004006848587509035	0.04943684589192424
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;__	7.039889309148265	0.059202146813141794	1	FALSE	0	0	0.13719503783502263	0	0	0.13719503783502265	0.11606164020963587
