taxon	lfc_(Intercept)	lfc_SampleSiteORAL	lfc_SampleSiteTANK WATER	se_(Intercept)	se_SampleSiteORAL	se_SampleSiteTANK WATER	W_(Intercept)	W_SampleSiteORAL	W_SampleSiteTANK WATER	p_(Intercept)	p_SampleSiteORAL	p_SampleSiteTANK WATER	q_(Intercept)	q_SampleSiteORAL	q_SampleSiteTANK WATER	diff_(Intercept)	diff_SampleSiteORAL	diff_SampleSiteTANK WATER	(Intercept)	SampleSiteORAL	SampleSiteTANK WATER	global	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Litoreibacter	-0.08416091192952174	0.24682119027879257	0.8617928044048425	0.47963854391036626	0.7120655765445139	0.8943666764889501	-0.17546736599477614	0.34662705010479167	0.963578839708134	0.8607124111027291	0.7288715213713907	0.33525711986868034	1	1	1	FALSE	FALSE	FALSE	0.050253811617675004	0.007923280191248898	0.01763100305979904	0.012970871180801417	0.007923280191248905	0.017631003059799047	0.022520706184774454
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter	0.27305063458638257	1.1458301329689617	-2.8562371434984812	0.5999938233774563	0.8899767130886204	1.1149964854974366	0.45508907583304625	1.2874832746942497	-2.561655736721197	0.6490451568082232	0.19792589550615147	0.010417452371750008	1	1	1	FALSE	FALSE	FALSE	0.031026267474814406	0.06365989330494455	0	0	0.06365989330494455	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__uncultured	-0.38030701468564415	0.5787313272679239	1.7897578327407373	0.40401398288846085	0.6002947158517836	0.755825428932373	-0.9413214165675011	0.9640786633391191	2.3679513340386364	0.346540170830115	0.3350064890502058	0.017886888531345787	1	1	1	FALSE	FALSE	FALSE	0.29275005354858596	0.14704465948705858	0	0	0.1470446594870586	0	0.2071862721149904
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__uncultured;g__uncultured	-0.44123911661596205	0.6104991502488246	2.053732234654395	0.3295823403976336	0.49030232362263987	0.6195430332988872	-1.338782642551834	1.245148392808136	3.3149145810241234	0.1806414430269978	0.21307720847573558	9.167113223734352e-4	1	1	0.45743894986434414	FALSE	FALSE	FALSE	0.5490636599214639	0.37245003221744905	0	0	0.37245003221744905	0	0
d__Bacteria;p__Desulfobacterota;c__Desulfuromonadia;o__Bradymonadales;f__Bradymonadales;g__Bradymonadales	-0.3902910479039832	1.1628633476852797	0.6751579704545978	0.5470782790904738	0.811752225233175	1.0179752687574504	-0.7134098771986491	1.4325348444240462	0.6632361228958947	0.47559216287306755	0.151990813412649	0.5071793397404648	1	1	1	FALSE	FALSE	FALSE	0.13138981770550412	0.051628198489278576	0.25739075930780964	0.054615998077519025	0.05162819848927855	0.25739075930780964	0.1495317164666543
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Rubritaleaceae;g__Rubritalea	-1.0797531100452593	2.932117585109039	0.8425080796164377	0.6291314557355036	0.9330527469880062	1.1684313133047288	-1.7162599329625698	3.1424992794611315	0.7210591414513984	0.08611447817363939	0.0016751212545824724	0.4708731282014392	1	0.9062405987291176	1	FALSE	FALSE	FALSE	0.03198752071108773	0	0.105953121259976	0	0	0.105953121259976	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__Halioglobus	-1.4729127149894505	3.3547391711646215	2.110497784080302	0.6145644558151766	0.9115172363702733	1.1417163548449725	-2.3966773558938343	3.680390273828976	1.8485307450701056	0.01654448462582451	2.3287725384153732e-4	0.06452560091886075	1	0.12831536686668707	1	FALSE	FALSE	FALSE	0	0	0	0	0	0	0.24729533060822217
d__Bacteria;p__Campilobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas	-0.34338519146505	0.797592320270045	1.1535810469258008	0.42437972760476533	0.6303930622218374	0.7931268649815176	-0.8091460763291987	1.2652301683951108	1.4544722891875348	0.41843112766112783	0.20578883088362476	0.14581541076375898	1	1	1	FALSE	FALSE	FALSE	0.19476297115671592	0.11666276207794149	0.15044620350994864	0.1569424082494792	0.11666276207794146	0.1504462035099486	0.026155899498763572
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae;g__Pelagibius	-0.2960549554912648	1.3706369654077917	-0.246908261708787	0.5147287249014101	0.7639330930581595	0.9586760228192495	-0.5751669591549811	1.7941845665055418	-0.25755130600083814	0.565178386282762	0.07278371467843969	0.796753214214225	1	1	1	FALSE	FALSE	FALSE	0.019353863509392506	0.029751850679632118	0.045250808523213774	0.024365117331828303	0.029751850679632045	0.04525080852321378	0.06873913064821865
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter	1.1023818613337242	-1.7662106104428694	-1.4898110004417786	0.39810502345374715	0.5915621470961346	0.7450038059299455	2.769072974186676	-2.9856721210321844	-1.9997360934044264	0.005621604251480602	0.002829558499054113	0.045528768562263615	1	1	1	FALSE	FALSE	FALSE	0	0	0	0	0	0	0.05095880969668714
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__uncultured	-0.23757202742111105	0.13265173707558614	1.9147164565785482	0.3645380032128526	0.5419569186938236	0.6835383194787082	-0.6517071617424576	0.2447643576454224	2.8011837844567107	0.5145901016342567	0.8066388930453238	0.005091551312225448	1	1	1	FALSE	FALSE	FALSE	0.23529317709263775	0.2181571685685565	0	0	0.21815716856855646	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Cryomorphaceae;__	-0.3460107074133705	0.48617410174276166	1.7905296322025914	0.40086870451975326	0.5956464465832034	0.7500651295438695	-0.863152207972674	0.8162125444239513	2.3871655429328524	0.3880537864216449	0.4143785833739305	0.01697884394242976	1	1	1	FALSE	FALSE	FALSE	0.1389407540006735	0.03127044544294082	0	0	0.031270445442940824	0	0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Pseudofulvibacter	-0.636300369604974	0.5394668195998952	3.2442511307681925	0.4134036044767723	0.6141713993836171	0.773022518646911	-1.5391747017066115	0.8783652578763916	4.196839099133735	0.123761651941432	0.3797455319427739	2.7066608228717972e-5	1	1	0.014453568794135396	FALSE	FALSE	TRUE	0.1773747823453022	0.13932947878300828	0	0	0.13932947878300825	0	0
d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	0.5096829578665442	-0.7541658952032791	-0.32814382478486714	0.3469641292582234	0.5159874320837794	0.6513636278154066	1.4689788219785092	-1.4615974116998016	-0.5037797794841894	0.14183853352096254	0.14385156409290667	0.6144161385299322	1	1	1	FALSE	FALSE	FALSE	0.20344466717555262	0.18818764976409774	0.029691015114564328	0.13474161905063745	0.18818764976409777	0.029691015114564328	0.07270545837984252
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	-0.4371033655417985	2.1268743175416494	-1.0012477619548845	0.5693788958604701	0.844718323672189	1.058860430580489	-0.7676845220636935	2.517850338910167	-0.9455899314378761	0.44267463384105493	0.011807347984305569	0.3443577816721062	1	1	1	FALSE	FALSE	FALSE	0.0977663951094525	0	0.04844771815315068	0	0	0.04844771815315068	0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Oceanospirillum	-0.5152250962494258	0.21161258636193664	3.2491800029580378	0.494883887748389	0.7345996526182356	0.9223047885079144	-1.0411029920444264	0.2880651870821258	3.5228918286486333	0.2978277510720468	0.7732968402848782	4.2686554335027093e-4	1	1	0.2159939649352371	FALSE	FALSE	FALSE	0.1182324747257137	0.05177640498301754	0	0	0.05177640498301755	0	0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Candidatus_Soleaferrea	0.7260464953864654	-1.1666672764252797	-0.6660950765104423	0.4331131840706906	0.6433005302420903	0.8091246603022216	1.6763435565793436	-1.8135649227371742	-0.8232292367181648	0.09367091788972134	0.06974473489595927	0.4103776457925927	1	1	1	FALSE	FALSE	FALSE	0.042366432166705804	0.07750885833524648	0.03170027291808571	0.06718601127820716	0.07750885833524644	0.0317002729180857	0.008517438864421306
d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__Haliangium	-0.38155563009339294	1.4426859155603944	0.06855996397244754	0.5231815339319843	0.776427811975917	0.9741695632608802	-0.7292987335118688	1.8581069525174905	0.07037785469600773	0.46581894682526154	0.0631538277261113	0.9438929169280142	1	1	1	FALSE	FALSE	FALSE	0.22070453460957584	0	0.17406540229233153	0.08917237295259232	0	0.17406540229233153	0.1776237467747417
