taxon	W	p_val	q_val	diff_abn	(Intercept)	SampleSiteCLOACA	SampleSiteORAL	SampleSiteTANK WATER	global	CARAPACE - CLOACA	CARAPACE - ORAL	CARAPACE - TANK WATER	CLOACA - ORAL	CLOACA - TANK WATER	ORAL - TANK WATER	structural_zero (SampleSite = CARAPACE)	structural_zero (SampleSite = CLOACA)	structural_zero (SampleSite = ORAL)	structural_zero (SampleSite = TANK WATER)
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Muricauda	5.80429427562808	0.243059606928018	1	FALSE	0.15013692827022	0.2695217353239457	0.1025685480374013	0.050967344360582076	0	0.2695217353239457	0.10256854803740127	0.05096734436058207	0	0.07719122097469713	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	2.4309157231121423	0.9758112354607112	1	FALSE	0.018622007152652022	0.0017876411364705369	0.13781683961556304	0.18404513876462003	0.02132282321711155	0.0017876411364705386	0.13781683961556307	0.18404513876462003	0.14249270927518592	0.1898322730380286	0.10562266390957845	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Aureispira	5.310563377959528	0.30083683252348054	1	FALSE	0.1779035424318586	0.22031025433615617	0.07150879107524372	0	0	0.22031025433615614	0.07150879107524372	0	0.05419726689223509	0.07919372298031707	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pir4_lineage	18.139015609407462	8.234897044406448e-4	0.28080998921425987	FALSE	0	0	0	0	0	0	0	0	0	0.33624021076801025	0.09548447925765598	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Nitrincolaceae;g__Marinobacterium	15.051548227562792	0.003546246244094204	1	FALSE	0.09876971302478439	0.1641571678695959	0.1219267993781901	0	0	0.1641571678695959	0.12192679937819013	0	0.011225330488898125	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Colwelliaceae;g__Colwellia	11.500447335055254	0.018611742229750945	1	FALSE	0.00594101601979116	0.10819310094620371	0.00633851726813056	0	0	0.10819310094620369	0.006338517268130566	0	0.07140659699755467	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	7.6896522998250125	0.10576115443302636	1	FALSE	0.2822518967918374	0.4315739150526619	0.18752077286152694	0	0	0.43157391505266185	0.18752077286152694	0	0	0.09294335736436375	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula	15.400756440262487	0.0030086213835492023	0.9868278138041384	FALSE	0	0	0	0.4261545549163123	0	0	0	0.4261545549163122	0	0.5483368647137125	0.17425594668883293	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maritimimonas	21.82618456204055	1.417898105956579e-4	0.050335382761458554	FALSE	0	0	0	0.014178083533908904	0	0	0	0.014178083533908894	0.021984518174573763	0.15570996238313503	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__uncultured;g__uncultured	6.5788825629359104	0.17320589253224994	1	FALSE	0.14353326701965954	0	0.03468490328486338	0.05508530454808497	0	0	0.03468490328486337	0.05508530454808497	0.3860159551742376	0	0.11545983922700341	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Planctomycetota;c__Pla3_lineage;o__Pla3_lineage;f__Pla3_lineage;g__Pla3_lineage	2.400441966264015	0.9871047122661774	1	FALSE	0.3460235342331056	0.12422698450579343	0.2614664253795708	0.13623598102556309	0.018146836999753325	0.12422698450579342	0.2614664253795708	0.1362359810255631	0.057161297624930406	0.22354605358080396	0.10395223646962083	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Oceanicaulis	35.16189628230546	2.2519582501492642e-7	8.332245525552277e-5	TRUE	0	0	0	0	0	0	0	0	0.07763856985218942	0.0448675547780993	0.007635699974504722	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio	1.6939947498690424	0.7234605507481006	1	FALSE	0.010743607897796518	0.029409237783203777	0.021926417001392487	0.1438900965045754	0.07516817213157952	0.029409237783203816	0.02192641700139248	0.1438900965045754	0.002792144344562862	0.13485044986746916	0.13487129033091547	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;__	21.939271421178617	1.3431360266675946e-4	0.04781564254936637	TRUE	0	0	0	0	0	0	0	0	0.05640694180675966	0.01120466472883975	0.004234805890206615	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae;g__BD1-7_clade	9.359395425943552	0.049750349161991406	1	FALSE	0	0	0.008362712667163505	0	0	0	0.008362712667163515	0	0	0.07096837342355411	0.09306678831145622	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;__	1.4464839059078767	0.6106485557660309	1	FALSE	0.0463375389529951	0.11298599652345383	0.020162247297598284	0.005232579417328792	0.09078534179381505	0.1129859965234538	0.020162247297598287	0.005232579417328789	0.09268695438079308	0.077955136462364	0.009303434472360626	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Verrucomicrobiota;c__Chlamydiae;o__Chlamydiales;f__Chlamydiaceae;g__uncultured	7.339191937109789	0.12367498779471404	1	FALSE	0.3827797441797298	0.37033940104236174	0.22436542244745253	0	0	0.37033940104236174	0.22436542244745253	0	0.10034177955842409	0	0	FALSE	FALSE	FALSE	FALSE
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__OM182_clade;f__OM182_clade;g__OM182_clade	5.867915275248725	0.23643256774479132	1	FALSE	0.10989379368514454	0.1666408337876035	0.020926860311065918	0.12569765870171504	0	0.16664083378760347	0.020926860311065904	0.12569765870171498	0.1300494981165422	0	0	FALSE	FALSE	FALSE	FALSE
