# Constructed from biom file
#OTU ID	16S0064C	16S0073C	16S0074C	16S0084C	16S0087C	16S0088C	16S0089C	16S0090C	16S0092C	16S0093C	16S0094C	16S0113C	16S0117C	16S0118C	16S0119C	16S0120C	16S0123C	16S0141C	16S0142C	16S0143C	16S0146C
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;__	0.00014741435226133616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014688736493247771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00012561804076054186	0.0	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Marivita	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010412947756753541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024044241404183698	0.0	0.0	0.0	0.00010224403428286923
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.6068088635002536e-05	0.0	0.0	0.005635566687539136	0.0	0.0001770224818551956	0.001978891820580475	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__uncultured	0.00037344969239538493	0.0	0.0	0.0	8.30899224707108e-05	0.0	0.0	0.0	0.0	0.0	0.00274025433619876	0.005009392611145898	0.0	0.0	0.0	0.0	0.000656592746037324	0.0	0.0	0.0010676318753214287	0.0
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Saccharospirillaceae;g__Thalassolituus	0.0006977612673703245	0.00025148849754484356	4.244971225159338e-05	0.03696502100403444	0.0	0.0	0.0	0.0006842794240152326	0.0	0.014459224985540775	0.016279140575047448	0.0	0.0	0.00038944946008143036	0.0	0.012557182067703569	0.005918582499491372	0.0	0.00315050046227439	0.0005273059872014374	0.00010224403428286923
d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Campbellbacteria;f__Candidatus_Campbellbacteria;g__Candidatus_Campbellbacteria	0.00027517345755449416	0.0	0.0	7.278625795449819e-05	0.0	0.00033755792187068465	0.0	0.00047602046888016187	0.0	0.014064465192284742	0.0008322253909936974	0.0	0.0	0.0	0.0006596306068601583	0.0	0.0014888934100282982	0.0	0.00012561804076054186	8.462935597060106e-05	2.667235676944415e-05
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__Lewinella	0.0006387955264657901	0.0	0.0	0.0	0.0	0.0005523675085156658	0.0	0.001993335713435678	0.0	0.0019095357441222102	6.0894540804416884e-05	0.0	0.0	0.005062842981058594	0.002638522427440633	0.00022872827081427266	0.003181238093476612	0.0	0.0006130160389114444	0.0	0.00017337031900138697
d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02	7.862098787271262e-05	0.0	0.0	0.0	0.0	0.00018412250283855524	0.0	0.0	0.0	0.000321316110789795	0.0	0.0	0.0	0.011506461320587715	0.0	0.0	0.0	0.0	8.542026771716847e-05	0.0	1.3336178384722074e-05
d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Sandaracinaceae;g__uncultured	0.00028500108103858324	0.0	0.0	0.0	0.0	0.000245496670451407	0.0	0.0	0.0	0.0023593782992279233	0.0011874435456861291	0.0	0.0	0.0	0.0	2.2872827081427266e-05	0.0007398228124364215	0.0	0.0015375648189090325	3.254975229638503e-05	0.0
d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__uncultured;f__uncultured;g__uncultured	1.9655246968178154e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Myroides	0.0	0.008085355196066719	0.0	0.0005095038056814874	0.05803511507954262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Xenococcaceae;g__Pleurocapsa_PCC-7319	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00023801023444008093	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003888380603842635	0.0	0.0	0.0	0.0	0.0
